sentence,label
yêu tổ_quốc yêu đồng_bào học_tập lao_động kỷ_luật đoàn_kết vệ_sinh khiêm_tốn dũng_cảm,ủng hộ
gaem thằng bắc chửi xong kêu miền nam mx được bắc tx không,khác
việt_nam,ủng hộ
,khác
bao_nhiêu đg cứu nc bây_giờ,khác
miền nam mến anh_em bắc lắm phú_quốc anh_em hoà thuật vui_vẻ,ủng hộ
parky cay,phân biệt
pả ki cay,phân biệt
chiến đứa trẻ,khác
parky thượng lắm nhật hàn bình_dương đồng_nai sài_gòn vô_danh sách_đen doanh_nghiệp cty người ta sợ,phân biệt
cận huyết parky,khác
nam chào bắc,khác
cứu bình_luận,khác
yêu tổ_quốc yêu đồng_bào,ủng hộ
parky parky,phân biệt
mik biết bạn hn miền trung_học lớp lập bắt_nạt roi gọi parky vậy tội lắm,phân biệt
đọc mấy bình_luận parky makiki mấy trẻ thao_túng cảm vui bm cno đẻ cali món đôi_co bình_luận lmj thành mày phân_biệt vùng miền,khác
miền bắc chào miền nam ta lm ơn đừng phân_biệt vùng miền nx câu đáy người,ủng hộ
parky cái gì,khác
việt_nam duongdereview learnontiktok mcv,ủng hộ
việt_nam dân_tộc việt_nam sông thể cạn núi thể mòn song chân_lý bao thay_đổi hồ_chí_minh,ủng hộ
giải_quyết vấn_nạn phân_biệt miền,ủng hộ
chẳng mấy thk chê kia người ta to,khác
tiếng việt ta quê_hương miền sống không vậy hoà_nhập,ủng hộ
gớm không giải_phóng miền nam giờ ôm nợ nghìn tỉ mẽo rồi,khác
miền nam chào đồng_bào miền trung miền bắc,ủng hộ
tôi không tôi sống đất phân_biệt miền tôi,khác
nam bắc,ủng hộ
namkiki,phân biệt
chuẩn,khác
parky namkiki bắc trung nam bắc trung nam sống_mái việt_nam,ủng hộ
bắc trung nam kệ phân_biệt miền phân_biệt vùng miền hoà_bình,ủng hộ
bọn phân_biệt chủng_tộc toàn bọn phản_động,khác
không đánh_động nhưg tui cty tui người ta không chi phục_tùng sát đất không,phân biệt
phân_biệt miền lmj,khác
parky đừng ta,ủng hộ
parky lôi trị phản_biện thực_tế văn_hoá người_người kia bắc đa,phân biệt
ah miền bắc chào anh_em nam_trung,khác
tôi người bắc giỏi người bắc đa toàn sếp công_chức haha,khác
miền trung miền bắc miền nam yêu_thương ta việt_nam hào,ủng hộ
yêu tổ_quốc yêu đồng_bào,khác
giãy đành_đạch,khác
miền bắc chào anh_em trung nam ta,ủng hộ
thị huỳnh linh,khác
bắc trung nam người_người kia việt_nam,ủng hộ
may tôi miền trung,khác
parky ki ki ki ki ki,phân biệt
tr liệt_sỹ hy_sinh chiến bảo_vệ miền nam bắc bắ nam lú tưởng giải_phóng thực_dân đô_hộ,ủng hộ
miền nam đi phân_biệt miền dân chí miền nam học_thức kém,phân biệt
kệ nam bắc,ủng hộ
nam bắc giỏi,ủng hộ
miền nam đừng bình_luận chửi mấy đứa phân_biệt vùng miền nx lờ bình_luận đi chửi lm bắc trung nam cố_chấp chỗ đi bọn phân_biệt vùng miền,ủng hộ
yêu tổ_quốc yêu đồng_bào,ủng hộ
party,phân biệt
mấy thằng phân_biệt toàn mấy thằng nhóc kịp không chấp,khác
zai,khác
parky tôi gọi tôi nam kỳ,phân biệt
bắc trung nam,ủng hộ
sinh_vật,phân biệt
hồ dạy kĩ yêu tổ_quốc yêu đồng_bào,ủng hộ
sinh_vật lũ phản_động chia_cắt miền,phân biệt
bắc trung nam đồng_bào rồng cháu tiên bảo_vệ tổ_quốc,ủng hộ
namki,phân biệt
bắctrungnam,ủng hộ
cali ducang,phân biệt
yêu tổ_quốc yêu đồng_bào,ủng hộ
miền trung miền bắc miền nam yêu_thương ta việt_nam hào,ủng hộ
keo_kiệt với ngáo quyền_lực phuc vu sợ bắc,phân biệt
giải_phóng miền nam,khác
người,khác
bắc trung nam,ủng hộ
hồ cứu nam bắc trung bâyh toàn chia_rẽ phân_biệt,ủng hộ
sivi parky,khác
đồng_tình yêu tất miền,ủng hộ
ngon đường đi anh_em,khác
chó đầ hành_tinh không cali namky,phân biệt
mấy khứa parky ac chẳng gì,khác
người ta dô bình_luận phân_biệt vùng miền mấy thánh,khác
đừng phân_biệt bắc kì nam kì rồng cháu tiên đất não không đầu mọc tóc,ủng hộ
đọc bình_luận xong suy_đồi mạng xã_hội độc_hại dựng cháu thở mấy câu bọn phản_động,khác
đấy,khác
cali muôn,phân biệt
miền xấu,ủng hộ
đời,khác
đống cali,phân biệt
giải_cứu nạn đói đê,khác
chửi vui_tai,khác
gốc parky gọi parky nhể,phân biệt
chẳng phân_biệt loz gì chẳng tụi nhột tụi,khác
đống cali,phân biệt
đa sống miền bắc hơi láo kg đói tội no mồm to nội del dân miền nam kg phân_biệt,phân biệt
midki,khác
nam bắc,ủng hộ
tất miền nam thân_yêu đấy thân_yêu toàn rô đồng hải_sản đại_dương,phân biệt
ok parky mãi,phân biệt
bắc trung nam miền tây bến_tre chồng bắc cưng chìu thương vợ chăm oshin,ủng hộ
namkiki,phân biệt
trăm cõi ta ngàn thoát việt cali,phân biệt
tao măn ki,khác
yêu tổ_quốc yêu đồng_bào tiếp anh_em,ủng hộ
nam bắc lực thể chia_cắt,ủng hộ
toàn npc biết parky,khác
đi đường cứu bắc trung nam_thành,ủng hộ
nam bắc ta dòng máu việt_nam,ủng hộ
bắc_nam,ủng hộ
ta parky namky ta miền bắc miền nam miền trung ta việt_nam đoàn_kết,ủng hộ
thương_tiếc vô gia_đình bé bình_luận parky,khác
nam_trung bắc ok,ủng hộ
tất dân việt_nam,ủng hộ
hình djokovic không,khác
tao trung kỳ nè gọi đi cay gốc tôi namkỳ,khác
bắc trung nam dòng máu rồng cháu tiên đoàn_kết đoàn_kết đại_đoàn mết,ủng hộ
miền nam não đi học hào bố_mẹ,khác
đoàn_kết,khác
hieu may thằng tre,khác
kyky,phân biệt
đại_chiến trẻ miền,khác
tiktok không lọc parky đi quyền cấm sống,khác
hồ việt_nam ta hai đất ta hàn_quốc triều_tiên đừng chia đôi,ủng hộ
nha,khác
chiến_lược,khác
pó kỳ chắt ní nựng,phân biệt
chổ gọi miền bắc parky người bắc thân_thiện,phân biệt
bình_luận thất_vọng,khác
namky không parky dãy đành_đạch chết,phân biệt
nam bắc,ủng hộ
đa thắng thiểu,khác
nameki khởi_nghĩa gặm bình oxy nhai dải phân rẻ rách lương_tâm rủ trộm_cắp ướp la_làng nhậu ổi xoài cóc hóc cá dọn bể,phân biệt
haiz nam bắc thiệt phân_biệt miền kì,ủng hộ
máu vua hùng hồ_chủ_tịch mồm parky namky,khác
sinh_vật,phân biệt
bắc trung nam,ủng hộ
parky ta gọi parky,phân biệt
kiủ kiu gái lừa_dối mẹ không chí giỗ không mẹ bệnh nằm viện không bao nhiu người bắc,khác
anh_em miền nam chào anh_em miền bắc_nam bắc,ủng hộ
đất việt_nam dân_tộc việt_nam sông_cạn_đá_mòn nhân_dân nam bắt,ủng hộ
dịch công_viên,khác
đọc bó đũa chia_rẽ ta việt_nam đoàn_kết,khác
namky chào parky,phân biệt
tup không,khác
sinh_vật sướng vãi,phân biệt
bút ku mẽo sướng xâm_lược,phân biệt
parky,phân biệt
tư_tưởng phóng_khoáng,khác
đất hoai hùng việt_nam không phân_biệt miền miền đồng_bào yêu_thương,ủng hộ
hồ dạy yêu tổ_quốc yêu đồng_bào điều học_tập lao_động đoàn_kết kĩ luật điề gìn vệ_sinh khiêm_tốn dũng_cảm,ủng hộ
bọn vô_học bình bắc trung nam,ủng hộ
há toàn ac clone chửi lm gì thời_gian,khác
tôi miền nam hn không đường đi đường chửi,khác
đối coi bắc trung nam việt_nam hồ người dân_tộc,ủng hộ
parky sv,phân biệt
quan tham đoàn_kết lắm,khác
namkikithất trận cay_cú lắm cay không dám mạng chửi thảm_hại đám yếu_đuối,phân biệt
parky namky nam bắc_trung,ủng hộ
miền nam sống yên_bình không được phân_biệt miện được ích_lợi gì,khác
nguyên kali,phân biệt
tui dân miền tây bắc khúc vãi đạn lắm,khác
anh_em phân_biệt miền,ủng hộ
namky không paky nhảy zựng,phân biệt
yêu bắc trung nam,ủng hộ
nam bắc chx,ủng hộ
bắc trung nam nha đoàn_kết đi sống tích_cực đừng bọn phản_động kích,ủng hộ
miền nam chào miền trung miền bắc,ủng hộ
trào_lưu gọi mấy vậy đi nhưng_mà hong nè,khác
bọn cali vô_học chấp lm gì,phân biệt
hình giới trẻ quên ta xưa thương_yêu đùm_bọc như thế_này xương_máu tất miền nam ruột_thịt,khác
gián_điệp cali xâm_nhập việt_nam chia_rẽ anh_em,phân biệt
đạo_đức_việt_nam dần_dần biến,khác
hồ vọng bọn parky cali lắm,phân biệt
sức phi văn_hoá đề_nghị xử nghiêm,ủng hộ
bắc trung nam,ủng hộ
miền nam miền bắc miền bắc không bao miền nam,khác
kid parky cỏ,khác
hà_nội sinh_sống nam nam bắc việt_nam muôn hồ_chủ_tịch muôn,ủng hộ
parky hạ nghề giáo,phân biệt
parky phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu_thương,khác
mấy bạn đăng mấy vd lọc mấy bình_luận phân_biệt vùng miền tụi cali phá,khác
bắc trung nam việt_nam không màu_da không dòng máu ta yêu dần việt_nam,ủng hộ
bắc_nam,ủng hộ
đối_với tao bọn miền nam kêu parky kệ thủ_đô bọn nam hà_nội parky tao hào tôi bắc,phân biệt
bắc trung nam,ủng hộ
gia_đình hoà_hợp phân_biệt quan_tâm mệt,khác
thể thẩm suy lệch_lạc,khác
tiếng hú động_vật thiên_nhiên trở phong_phú màu_sắc,khác
tôi suy lệch_lạc việt_nam bắc trung nam đừng sánh,ủng hộ
vô bình_luận mấy thằng bắc mấy video miền tây tik tok tụi tao ghét,phân biệt
naki,phân biệt
praky nhốn_nháo lắm,phân biệt
parky,phân biệt
việt_nam mảnh đất chữ phân_biệt miền vô_nghĩa,ủng hộ
coi văn_hoá sống dân pake,phân biệt
chiến đứa trẻ,khác
suy chủ video,khác
việt_nam dân_tộc việt_nam sông thể cạn núi thể mòn song chân_lý bao thay_đổi hồ_chí_minh,ủng hộ
parky cay,phân biệt
parky cái gì vậy miền nam,khác
dương dê parky,phân biệt
clip ủng_hộ bino gấp,khác
miền coi thằng việt_nam thoi phân_biệt anh_em tàn_sát,khác
dân ta máu đỏ da vàng_lá cờ việt_nam xưa kia chiến_đấu mục_đích bình_yên đất hoà_bình,ủng hộ
parky giải,phân biệt
ap,khác
mấy bọn bình_luận hùa rồi thân được cái gì lẽ biến thành đứa rơi mỹ,khác
parky nameky and trunky,phân biệt
đường tôi tk đam,khác
video suy việt_nam không nằm top quốc_gia văn_hoá mạng kém giới,khác
nam bắc đoàn_kết anh_em tất_nhiên anh_em_hoá hồ dạy,ủng hộ
bọn parky kẻ phân_biệt vùng miền đạo_lý đóng vai nạn,khác
em chào parky namky trungky,phân biệt
thành trugky namky coment parky,phân biệt
chung miền nam không parky,phân biệt
đào nam lấp bắc,phân biệt
việt_nam dân_tộc việt_nam dân_tộc việt_nam đừng phân_biệt,ủng hộ
anh_em miền nam đừng gọi ta parky gọi râu đi,phân biệt
mấy thằng dân bọ oai,phân biệt
parky namkiki miền bắc miền nam phân_biệt vùng miền,ủng hộ
kỳ,phân biệt
parky cay,phân biệt
on đi,khác
parky,phân biệt
không lịch_sử cội liên_quan trị,khác
lấn,khác
mãi video vấn_đề không vô_học đi lướt parky namky,khác
kakak nhât miền trung chả phân_biệt,khác
đội trung tiếng việt lập chuyên war divide đấy lỗi kiểu xưng tomorow tic tốc chặn mấy rồi,khác
tôi tưởng parky nhân_vật anime,khác
đọc bình_luận toàn parky phân_biệt miền việt_nam đất nc hoà_bình r_thành,phân biệt
nam bac nha,ủng hộ
parky cấm xkld,phân biệt
bắc trung nam,ủng hộ
chu choe bình_luận,khác
parky soạn_văn,phân biệt
keu lai nam ki lien cau noi tren de nguoi ta biet minh vung nao tren ban việt_nam thoi,khác
nam bac nha,ủng hộ
namky,phân biệt
bọn kid vậy tôi miền trung cx không vậy bình_đẳng,khác
gogle dịch lông,khác
nk,khác
anh_em đừng mấy coment đấy không bọn lấn anh_em không qtam bọn không nx không người không mik,khác
brando,khác
namkyky,phân biệt
cali không culi nhá tội fan barca,phân biệt
parky bắc trung nam việt_nam spam câu,ủng hộ
bắc trung nam việt_nam,ủng hộ
thua ta việt_nam,ủng hộ
miền trung chào nam bắc,ủng hộ
chỗ xe,khác
phân_biệt miền người bắc miền nam chiến_đấu hy_sinh đấy chiến_đấu chiến_đấu miền nam miền nam,ủng hộ
người nam bắc đa phân_biệt miền bắc vô miền nam vậy,khác
parky cay,phân biệt
việt_nam miền bắc_nam trung tây việt_nam parky namky trungky tayky,ủng hộ
miền nam chào khắp đất nhá,ủng hộ
không trẻ phụ_nữ đàn học thao_túng dắt,khác
nam bắc đừng phân_biệt miền,ủng hộ
chúc phân_biệt vùng miền ải chỉa suốt đời,khác
người bắc ấm,khác
phân_biệt miền mua_vui ta,ủng hộ
việt_nam đồng_bào,ủng hộ
bọn namky cay,phân biệt
không an_ninh mạng toàn thành bất_hảo xã_hội tràn bình_luận,khác
bắc trung nam dân_tộc đoàn_kết thành_công việt_nam muôn,ủng hộ
yêu tổ_quốc yêu đồng_bào học_tập lao_động đoàn_kết kỷ_luật vệ_sinh khiêm_tốn dũng_cảm,ủng hộ
bắc trung nam,ủng hộ
parky cá_rô_phi,phân biệt
gái miền tây chồng bắc phân_biệt vùng miền xử ghê hic,khác
toàn mấy đứa bình_luận parky tk tư vậy,khác
bắc trung nam,ủng hộ
nam bắc_trung,ủng hộ
haiz nam bắc thiệt phân_biệt miền kì,ủng hộ
parky gái namkiki,phân biệt
parky mày bth không được,phân biệt
nam bắc đừng phân_biệt miền,ủng hộ
xì trum lạy mấy cháu phân_biệt vùng miền,khác
nam bac nha,ủng hộ
ta vietnamky máu đỏ da vàng,khác
parky,phân biệt
dương parky không,phân biệt
miền trung yêu miền,ủng hộ
bình_luận parky tôi tim,phân biệt
bắc trung nam,ủng hộ
bắc trung nam,ủng hộ
không miền nam parky,phân biệt
cá_rô,phân biệt
người ta giải vậy rồi mak trc bình_luận parky namkiki trường mẫu_giáo,khác
mạng xã_hội việt_nam nát,khác
party,phân biệt
đáp,khác
việt_nam ta anh_em được sinh bọc trứng mẹ âu biết tôn_trọng bảo_vệ bạn,ủng hộ
huhu parky lí_luận ha,phân biệt
chào parky,phân biệt
parky,phân biệt
yêu việt_nam,ủng hộ
mấy đứa đấy view người ta chửi chn bình_luận kệ đừng qtâm,khác
bắc trung nam,ủng hộ
cali cay,phân biệt
bắc trung nam,ủng hộ
oki parky gay,phân biệt
ctranh bay màu,khác
chi tiktok keyword lock mấy đứa phân_biệt chủng_tộc tuyệt,ủng hộ
miền hihi,ủng hộ
parky,phân biệt
hai miền nam bắc tao nam người ta pk tức dùm,ủng hộ
,khác
an,khác
namkiki phốt câu thối,phân biệt
góp sức nạn phân_biệt vùng miền việt_nam,khác
cali block,phân biệt
chồng tôi bắc nh tình toán được tôi thương,khác
namkiki,phân biệt
mấy hôm mấy niên bình_luận kiểu đấy giấy mời phường không_tưởng fake ip đi bình_luận phân_biệt vùng miền xong,khác
anh_em,ủng hộ
nam quốc sơn_hà nam đế cư tuyệt_nhiên định phận thiên thư hà nghịch lỗ lai xâm_phạm nhữ đẳng hành khan thủ bại hư,ủng hộ
tôi miền nam không được mấy phân_biệt vùng miền,khác
trungnambắc mãi_mãi,ủng hộ
kiki ều ều chặc chặc,phân biệt
